Organisation,Year,Account_Number,Country,Industry,Ticker,ISIN,Scope_1,Scope_2,Bio_CO2,Publication_data,Total
Nihon Kohden Corporation,2015,45081,Japan,"Healthcare Providers & Services, and Healthcare Technology",6849 JP,JP3706800004,281,4854,NA,2016,5135
Borregaard ASA,2015,45101,Norway,Chemicals,BRG NO,NO0010657505,151094,120921,104700,2016,376715
AbbVie Inc,2015,45103,USA,"Pharmaceuticals, Biotechnology & Life Sciences",ABBV US,US00287Y1091,317524,341919,NA,2016,659443
ServiceNow Inc,2015,45120,USA,Software & Services,NOW US,US81762P1021,NA,NA,NA,2016,0
Akamai Technologies Inc,2015,454,USA,Software & Services,AKAM US,US00971T1016,0,93525,NA,2016,93525
Denka Company Limited,2015,4560,Japan,Chemicals,4061 JP,JP3549600009,1735165,482478,8390,2016,2226033
Dentsply Sirona Inc.,2015,4562,USA,"Healthcare Providers & Services, and Healthcare Technology",XRAY US,US24906P1093,5644,98098,NA,2016,103742
Dentsu Inc.,2015,4564,Japan,Media,4324 JP,JP3551520004,4482,53836,NA,2016,58318
Aker ASA,2015,457,Norway,"Banks, Diverse Financials, Insurance",AKER NO,NO0010234552,NA,NA,NA,2016,0
Derichebourg Multiservices,2015,4573,France,Trading Companies & Distributors and Commercial Services & Supplies,DBG FP,FR0000053381,6520,290,NA,2016,6810
Derwent London,2015,4575,United Kingdom,Real Estate,DLN LN,GB0002652740,3186,5406,31,2016,8623
AkzoNobel,2015,462,Netherlands,Chemicals,AKZA NA,NL0000009132,1500000,2800000,63400,2016,4363400
Correos (Grupo Sepi),2015,46270,Spain,Air Freight transportation and Logistics,4370569Z SM,NA,39763,0,NA,2016,39763
Fleury S.A.,2015,46278,Brazil,"Healthcare Providers & Services, and Healthcare Technology",FLRY3 BZ,BRFLRYACNOR5,2972,5692,272,2016,8936
Desjardins Group,2015,4638,Canada,"Banks, Diverse Financials, Insurance",5132650Z CN,NA,8346,1438,NA,2016,9784
Deutsche Bank AG,2015,4645,Germany,"Banks, Diverse Financials, Insurance",DBK GR,DE0005140008,59131,378445,NA,2016,437576
Deutsche Börse AG,2015,4652,Germany,"Banks, Diverse Financials, Insurance",DB1 GR,DE0005810055,4992,19455,NA,2016,24447
Deutsche Lufthansa AG,2015,4657,Germany,Air Transportation - Airlines,LHA GR,DE0008232125,28601347,343438,NA,2016,28944785
ENTEGA AG,2015,46599,Germany,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",NA,NA,50206,69629,117,2016,119952
Deutsche Postbank AG,2015,4662,Germany,"Banks, Diverse Financials, Insurance",DPB GR,DE0008001009,14879,39850,NA,2016,54729
Deutsche Post AG,2015,4663,Germany,Air Freight transportation and Logistics,DPW GR,DE0005552004,5600000,900000,45300,2016,6545300
Deutsche Telekom AG,2015,4667,Germany,Telecommunication Services,DTE GR,DE0005557508,299729,3750437,NA,2016,4050166
DEUTZ AG,2015,4674,Germany,Electrical Equipment and Machinery,DEZ GR,DE0006305006,13251,51070,NA,2016,64321
Devon Energy Corporation,2015,4678,USA,Oil & Gas,DVN US,US25179M1036,6065844,940772,NA,2016,7006616
Diebold,2015,4719,USA,Technology Hardware & Equipment,DBD US,US2536511031,101838,33905,NA,2016,135743
DIC Corporation,2015,4724,Japan,Chemicals,4631 JP,JP3493400000,277359,275928,65905,2016,619192
Dignity,2015,4730,United Kingdom,Specialized Consumer Services,DTY LN,GB00BRB37M78,14988,7455,NA,2016,22443
"Royal Cup, Inc.",2015,47658,USA,Food & Staples Retailing,NA,NA,12478,6962,NA,2016,19440
Mahindra Lifespace Developers Limited,2015,47918,India,Real Estate,MLIFE IN,INE813A01018,1753,11459,NA,2016,13212
DNO International ASA,2015,4810,Norway,Oil & Gas,DNO NO,NO0003921009,181192,1240,NA,2016,182432
Koppers Holdings Inc,2015,48105,USA,Chemicals,KOP US,US50060P1066,425279,160612,NA,2016,585891
ESB Group,2015,48176,Ireland,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",0145694D US,NA,9180000,29413,NA,2016,9209413
Dover Corporation,2015,4822,USA,Electrical Equipment and Machinery,DOV US,US2600031080,109614,149225,NA,2016,258839
The Dow Chemical Company,2015,4826,USA,Chemicals,DOW US,US2605431038,24610000,7590000,NA,2016,32200000
Domino's Pizza Group plc,2015,4835,United Kingdom,"Hotels, Restaurants & Leisure, and Tourism Services",DOM LN,GB00B1S49Q91,7483,4754,NA,2016,12237
Dongbu Insurance,2015,4839,South Korea,"Banks, Diverse Financials, Insurance",005830 KS,KR7005830005,3034,21750,NA,2016,24784
North Denmark Region,2015,48503,Denmark,"Healthcare Providers & Services, and Healthcare Technology",NOT FOUND,NA,3132,21205,NA,2016,24337
Altarea Cogedim,2015,48587,France,Real Estate,ALTA FP,FR0000033219,2076,2041,NA,2016,4117
Doosan Heavy Industries & Construction,2015,4861,South Korea,Electrical Equipment and Machinery,034020 KS,KR7034020008,126836,150451,300,2016,277587
Flughafen München GmbH,2015,48881,Germany,Air Transportation - Airport Services,4182Z GR,NA,84826,16811,NA,2016,101637
Dr Pepper Snapple Group Inc,2015,4895,USA,Food & Beverage Processing,DPS US,US26138E1091,243121,156366,NA,2016,399487
Dr. Reddy’s Laboratories,2015,4911,India,"Pharmaceuticals, Biotechnology & Life Sciences",DRRD IN,INE089A01023,135140,335254,25590,2016,495984
Drillisch AG,2015,4919,Germany,Telecommunication Services,DRI GR,DE0005545503,NA,NA,NA,2016,0
REMA1000,2015,49247,Norway,Food & Staples Retailing,NA,NA,19398,21006,NA,2016,40404
Champion Real Estate Investment Trust,2015,49528,Hong Kong,Real Estate,2778 HK,HK2778034606,300,33299,NA,2016,33599
China State Construction International Holdings Ltd,2015,49530,China,Construction & Engineering,3311 HK,KYG216771363,1360773,54763,NA,2016,1415536
Minth Group Ltd,2015,49557,China,Automobiles & Components,425 HK,KYG6145U1094,2800,2000,NA,2016,4800
ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.,2015,49585,Turkey,Construction Materials,CIMSA TI,TRACIMSA91F9,3357105,209071,NA,2016,3566176
Groupe Fnac,2015,49590,France,Retailing,FNAC FP,FR0011476928,1935,4094,NA,2016,6029
CNH Industrial NV,2015,49607,United Kingdom,Electrical Equipment and Machinery,CNHI US,NL0010545661,165306,231993,NA,2016,397299
PEGASUS HAVA TAŞIMACILIĞI A.Ş.,2015,49618,Turkey,Air Transportation - Airlines,PGSUS TI,TREPEGS00016,1865066,1583,NA,2016,1866649
Caverion,2015,49671,Finland,Trading Companies & Distributors and Commercial Services & Supplies,CAV1V FH,FI4000062781,37533,14567,NA,2016,52100
Sibanye Gold Ltd,2015,49682,South Africa,Mining - Other  (Precious Metals and Gems),SGL SJ,ZAE000173951,743908,4271717,NA,2016,5015625
Partnership Assurance Group plc,2015,49709,United Kingdom,"Banks, Diverse Financials, Insurance",PA/ LN,GB00B9QN7S21,0,501,NA,2016,501
hanseWasser Bremen GmbH,2015,50019,Germany,Water Utilities,NA,NA,1702,59,NA,2016,1761
S&T Motiv Co Ltd,2015,50064,South Korea,Automobiles & Components,064960 KS,KR7064960008,30001,30001,NA,2016,60002
Vonovia,2015,50084,Germany,Real Estate,VNA GR,DE000A1ML7J1,11974,27188,NA,2017,39162
Magellan Financial Group,2015,50088,Australia,"Banks, Diverse Financials, Insurance",MFG AU,AU000000MFG4,NA,97,NA,2016,97
Fonterra Co-operative Group,2015,50101,New Zealand,Food & Beverage Processing,FSF NZ,NZFSFE0001S5,1433175,618609,3999,2017,2055783
BRP,2015,50117,Canada,"Consumer Durables, Household and Personal Products",DOO CN,CA05577W2004,31321,30937,NA,2016,62258
Via Varejo,2015,50155,Brazil,Retailing,VVAR3 BZ,BRVVARACNOR1,44909,42891,NA,2016,87800
Suntory Beverage & Food,2015,50182,Japan,Food & Beverage Processing,2587 JP,JP3336560002,135070,131795,1339,2016,268204
DTE Energy Company,2015,5021,USA,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",DTE US,US2333311072,33900000,2400000,1509510,2016,37809510
DSV A/S,2015,5025,Denmark,Ground Transportation - Trucking  Transportation,DSV DC,DK0060079531,3687000,48000,NA,2016,3735000
SolarCity Corp,2015,50304,USA,Electrical Equipment and Machinery,SCTY US,US83416T1007,29759,7070,NA,2016,36829
Temp Holdings Co Ltd,2015,50420,Japan,Professional Services,2181 JP,JP3547670004,NA,NA,NA,2016,0
Duke Energy International Geracao Paranapanema S.A.,2015,5047,Brazil,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",GEPA4 BZ,BRGEPAACNPR9,443,23,250,2016,716
Duke Energy Corporation,2015,5052,USA,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",DUK US,US26441C2044,100238000,NA,NA,2016,100238000
Minerva Foods,2015,50608,Brazil,Food & Beverage Processing,BEEF3 BZ,BRBEEFACNOR6,NA,NA,NA,2016,0
Duratex S/A,2015,5066,Brazil,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",DTEX3 BZ,BRDTEXACNOR3,198272,101936,635941,2016,936149
E.ON SE,2015,5108,Germany,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",EOAN GR,DE000ENAG999,79983033,3633055,NA,2016,83616088
Valmet,2015,51086,Finland,Electrical Equipment and Machinery,VALMT FH,FI4000074984,15400,72700,NA,2016,88100
Alcoa Inc.,2015,511,USA,"Mining - Iron, Aluminum, Other Metals",AA US,US0138171014,24185169,10693821,NA,2016,34878990
E.I. du Pont de Nemours and Company,2015,5115,USA,Chemicals,DD US,US2635341090,3680489,2751657,61826,2016,6493972
"Tomoku Co., Ltd",2015,51172,Japan,Containers & Packaging,3946 JP,JP3554000004,27434,20064,NA,2016,47498
Worthington Industries,2015,51343,USA,"Mining - Iron, Aluminum, Other Metals",WOR US,US9818111026,131853,196200,NA,2016,328053
Ecolab Inc.,2015,5154,USA,Chemicals,ECL US,US2788651006,440206,262396,2701,2016,705303
FUTABA INDUSTRIAL CO.LTD,2015,51663,Japan,Automobiles & Components,7241 JP,NA,21726,39200,NA,2016,60926
Eastman Chemical Company,2015,5169,USA,Chemicals,EMN US,US2774321002,5940915,786571,NA,2016,6727486
easyJet,2015,5170,United Kingdom,Air Transportation - Airlines,EZJ LN,GB00B7KR2P84,6100000,NA,NA,2016,6100000
NIPPON LIGHT METAL CO. LTD.,2015,51768,Japan,"Mining - Iron, Aluminum, Other Metals",5703 JP,JP3700200003,354509,517871,NA,2016,872380
Axalta Coating Systems,2015,51923,USA,Chemicals,AXTA US,BMG0750C1082,79796,133933,NA,2016,213729
Eaton Corporation,2015,5194,USA,Electrical Equipment and Machinery,ETN US,IE00B8KQN827,126000,848200,NA,2016,974200
eBay Inc.,2015,5197,USA,Software & Services,EBAY US,US2786421030,45567,135308,251,2016,181126
Algonquin Power & Utilities Corporation,2015,524,Canada,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",AQN CN,CA0158571053,239888,41428,111828,2016,393144
KORDSA GLOBAL ENDÜSTRİYEL İPLİK VE KORD BEZİ SANAYİ VE TİCARET A.Ş.,2015,52715,Turkey,"Textiles, Apparel, Footwear and Luxury Goods",KORDS TI,NA,55717,NA,41,2016,55758
Alfa Laval Corporate AB,2015,528,Sweden,Electrical Equipment and Machinery,ALFA SS,SE0000695876,5142,36198,NA,2016,41340
EDP - Energias do Brasil S.A.,2015,5280,Brazil,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",ENBR3 BZ,BRENBRACNOR2,3638747,440853,984,2016,4080584
Mahindra Sanyo Special Steel Pvt. Ltd,2015,52820,India,"Mining - Iron, Aluminum, Other Metals",0821582D IN,NA,38072,113300,NA,2016,151372
OFS Brands,2015,52854,USA,Building Products,0030080D US,NA,37834,16111,2627,2016,56572
HK Electric Investments,2015,52872,Hong Kong,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",2638 HK,HK0000179108,8470000,NA,2,2016,8470002
Eurobank Ergasias SA,2015,5289,Greece,"Banks, Diverse Financials, Insurance",EUROB GA,GRS323003012,649,40395,NA,2016,41044
Arkhangelsk Pulp and Paper Mill,2015,52914,Russia,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",ACBK RU,RU0005418796,1819368,12885,1534565,2016,3366818
Abertis Infraestructuras,2015,53,Spain,Ground Transportation - Highways & Railtracks,ABE SM,ES0111845014,65169,54264,NA,2017,119433
EDP - Energias de Portugal S.A.,2015,5300,Portugal,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",EDP PL,PTEDP0AM0009,21550378,2641018,NA,2016,24191396
ISG plc,2015,53006,United Kingdom,Construction & Engineering,ISG LN,GB0002925955,102,0,NA,2016,102
M50 Concession Ltd.,2015,53060,Ireland,Ground Transportation - Highways & Railtracks,0876412D ID,NA,243,1179,NA,2016,1422
Stance Healthcare,2015,53090,Canada,Trading Companies & Distributors and Commercial Services & Supplies,0082660D CN,NA,43,10,NA,2016,53
Eiffage,2015,5323,France,Construction & Engineering,FGR FP,FR0000130452,519199,57591,NA,2016,576790
Allergan plc,2015,533,USA,"Pharmaceuticals, Biotechnology & Life Sciences",AGN UN,IE00BY9D5467,86023,90546,NA,2016,176569
Eldorado Gold Corporation,2015,5337,Canada,Mining - Other  (Precious Metals and Gems),ELD CN,CA2849021035,124412,330167,NA,2016,454579
Electrocomponents,2015,5343,United Kingdom,Technology Hardware & Equipment,ECM LN,GB0003096442,5100,1400,NA,2016,6500
Electrolux,2015,5344,Sweden,"Consumer Durables, Household and Personal Products",ELUXB SS,SE0000103814,85267,287714,NA,2016,372981
Ekornes ASA,2015,5350,Norway,"Consumer Durables, Household and Personal Products",EKO NO,NO0003035305,1105,2715,4950,2016,8770
"Eisai Co., Ltd.",2015,5351,Japan,"Pharmaceuticals, Biotechnology & Life Sciences",4523 JP,JP3160400002,34931,93747,NA,2016,128678
Smiles SA,2015,53511,Brazil,Media,SMLE3 BZ,NA,NA,NA,NA,2016,0
Seven Generations Energy,2015,53513,Canada,Oil & Gas,VII CN,CA81783Q1054,274011,5492,NA,2017,279503
Matahari Department Store Tbk,2015,53552,Indonesia,Retailing,LPPF IJ,ID1000113301,NA,NA,NA,2016,0
Qatar National Bank,2015,53553,Qatar,"Banks, Diverse Financials, Insurance",QNBK QD,QA0006929895,24319,NA,NA,2017,24319
Japan Display Inc.,2015,53586,Japan,Technology Hardware & Equipment,6740 JP,JP3389660006,114246,625020,NA,2016,739266
Hitachi Kokusai Electric Inc,2015,53596,Japan,Technology Hardware & Equipment,6756 JP,NA,883,19202,NA,2016,20085
NN Group NV,2015,53612,Netherlands,"Banks, Diverse Financials, Insurance",NN NA,NL0010773842,2954,8809,NA,2016,11763
APG SGA SA,2015,53635,Switzerland,Media,APGN SW,NA,1538,57,NA,2017,1595
TLG Immobilien AG,2015,53644,Germany,Real Estate,TLG GR,NA,85,158,NA,2017,243
Samsung SDS,2015,53664,South Korea,Software & Services,018260 KS,KR7018260000,4124,89586,NA,2016,93710
Scentre Group,2015,53669,Australia,Real Estate,SCG AU,AU000000SCG8,18300,288064,NA,2016,306364
Saga,2015,53675,United Kingdom,"Banks, Diverse Financials, Insurance",SAGA LN,NA,96026,6235,NA,2016,102261
Just Eat,2015,53676,United Kingdom,Software & Services,JE/ LN,NA,1026,627,NA,2016,1653
EDF,2015,5369,France,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",EDF FP,FR0010242511,60204967,315520,NA,2016,60520487
John Laing Environmental Assets Group,2015,53706,United Kingdom,"Banks, Diverse Financials, Insurance",JLEN LN,NA,NA,NA,NA,2016,0
Steadfast Group,2015,53744,Australia,"Banks, Diverse Financials, Insurance",SDF AU,NA,NA,NA,NA,2016,0
Eli Lilly & Co.,2015,5377,USA,"Pharmaceuticals, Biotechnology & Life Sciences",LLY US,US5324571083,471745,1073762,77273,2016,1622780
Elementis plc,2015,5378,United Kingdom,Chemicals,ELM LN,GB0002418548,208610,78750,NA,2016,287360
EMC Corporation,2015,5395,USA,Technology Hardware & Equipment,EMC US,US2686481027,54160,380819,NA,2016,434979
Elisa Oyj,2015,5400,Finland,Telecommunication Services,ELISA FH,FI0009007884,429,74241,NA,2016,74670
Eltek ASA,2015,5408,Norway,Electrical Equipment and Machinery,ELT NO,NO0003109407,1817,3044,NA,2016,4861
ElringKlinger AG,2015,5411,Germany,Automobiles & Components,ZIL2 GR,DE0007856023,23020,64100,NA,2016,87120
ARVIND Ltd,2015,54167,India,"Textiles, Apparel, Footwear and Luxury Goods",ARVND IN,NA,346822,339273,NA,2016,686095
Basware Oyj,2015,54210,Finland,Software & Services,BAS1V FH,NA,0,451,NA,2016,451
TÜMOSAN MOTOR VE TRAKTÖR SANAYİ A.Ş.,2015,54599,Turkey,Electrical Equipment and Machinery,TMSN TI,NA,225000,NA,NA,2016,225000
Porr AG,2015,54729,Austria,Construction & Engineering,POS AV,NA,99841,13756,NA,2017,113597
Plastivaloire,2015,54734,France,Chemicals,PVL FP,NA,10225,31005,NA,2016,41230
Sopra Steria Group,2015,54735,France,Software & Services,SOP FP,FR0000050809,4261,21379,220,2016,25860
Hispania Activos Inmobiliarios SAU,2015,54737,Spain,Real Estate,HIS SM,NA,6709,18539,NA,2017,25248
Indivior,2015,54744,United Kingdom,"Pharmaceuticals, Biotechnology & Life Sciences",INDV LN,GB00BRS65X63,147,1344,NA,2016,1491
Banco de credito social cooperativo,2015,54747,Spain,"Banks, Diverse Financials, Insurance",NA,NA,401,8229,NA,2016,8630
"Ricoh Leasing Co., Ltd.",2015,54767,Japan,"Banks, Diverse Financials, Insurance",8566 JP,NA,489,619,NA,2016,1108
Entra Asa,2015,54924,Norway,Real Estate,ENTRA NO,NA,161,6915,NA,2016,7076
Inwido Ab,2015,54927,Sweden,Building Products,INWI SS,NA,3791,9838,NA,2016,13629
Recipharm Ab,2015,54930,Sweden,"Pharmaceuticals, Biotechnology & Life Sciences",RECIB SS,NA,12524,9816,NA,2016,22340
Triunfo,2015,54974,Brazil,Ground Transportation - Highways & Railtracks,TPIS3 BZ,NA,48294,4644,2577,2016,55515
Toda Kogyo Corp,2015,54991,Japan,Chemicals,4100 JP,JP3627400009,12856,70804,NA,2016,83660
Nippon Valqua Industries Ltd,2015,55086,Japan,Chemicals,7995 JP,JP3744200001,2115,17096,NA,2016,19211
Atlas Consolidated Mining & Development,2015,55133,Philippines,"Mining - Iron, Aluminum, Other Metals",AT PM,PHY0434M1182,NA,NA,NA,2016,0
ENAGAS,2015,5516,Spain,Gas Utilities,ENG SM,ES0130960018,272728,32444,NA,2016,305172
Emera Inc.,2015,5519,Canada,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",EMA CN,CA2908761018,10644246,129122,489646,2016,11263014
Emerson Electric Co.,2015,5521,USA,Electrical Equipment and Machinery,EMR US,US2910111044,170617,583350,NA,2016,753967
EnBW Energie Baden-Württemberg AG,2015,5566,Germany,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",EBK GR,DE0005220008,16529000,1098000,8400,2016,17635400
Encana Corporation,2015,5569,Canada,Oil & Gas,ECA CN,CA2925051047,NA,NA,NA,2016,0
ENEL SpA,2015,5574,Italy,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",ENEL IM,IT0003128367,119508728,653912,NA,2016,120162640
Endesa,2015,5584,Spain,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",ELE SM,ES0130670112,33921520,834130,NA,2016,34755650
Enerplus Corporation,2015,5624,Canada,Oil & Gas,ERF CN,CA2927661025,696953,199337,NA,2016,896290
Eni SpA,2015,5634,Italy,Oil & Gas,ENI IM,IT0003132476,41562443,609250,NA,2016,42171693
TUI Group,2015,56372,United Kingdom,"Hotels, Restaurants & Leisure, and Tourism Services",TUI LN,DE000TUAG000,6443896,438855,NA,2016,6882751
Dixons Carphone,2015,56376,United Kingdom,Retailing,DC/ LN,GB00B4Y7R145,23411,109534,NA,2016,132945
AJE Group,2015,56544,Spain,Food & Beverage Processing,NA,NA,17176,74228,NA,2016,91404
